onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
11.097	0.25	Control	1.0	0.0	Yes	2.953	-0.003	n/a	GoodResponse	0	n/a	n/a	0	0	Cue	Neutral	True
11.347	3.85	Control	1.0	0.0	Yes	2.953	0.0	n/a	GoodResponse	0	n/a	n/a	0	0	Fixation	Neutral	True
15.196	0.4	Control	1.0	0.001	Yes	2.953	-0.001	2.0	GoodResponse	0	0.326	14.522	0	0	Target	Neutral	True
15.522	0.3	Control	1.0	0.001	Yes	2.953	-0.001	2.0	GoodResponse	0	0.326	n/a	0	0	ButtonPress	Neutral	True
15.596	0.3	Control	1.0	n/a	Yes	2.953	n/a	n/a	GoodResponse	0	n/a	n/a	0	0	Blank	Neutral	True
15.896	1.45	Control	1.0	n/a	Yes	2.953	n/a	5.0	GoodResponse	0	0.033	14.929	0	0	Feedback	Neutral	True
17.345	2.953	Control	1.0	n/a	Yes	2.953	n/a	n/a	GoodResponse	0	0.0	n/a	0	0	ISIslide	Neutral	True
20.377	0.25	Lose2	1.0	0.001	Yes	2.723	0.077	n/a	GoodResponse	0	n/a	n/a	0	1	Cue	AvoidedLoss	True
20.627	4.0	Lose2	1.0	0.0	Yes	2.723	0.0	n/a	GoodResponse	0	n/a	n/a	0	1	Fixation	AvoidedLoss	True
24.626	0.39	Lose2	1.0	0.001	Yes	2.723	-0.001	2.0	GoodResponse	0	0.278	23.904	0	1	Target	AvoidedLoss	True
24.904	0.3	Lose2	1.0	0.001	Yes	2.723	-0.001	2.0	GoodResponse	0	0.278	n/a	0	1	ButtonPress	AvoidedLoss	True
25.026	0.31	Lose2	1.0	n/a	Yes	2.723	n/a	n/a	GoodResponse	0	n/a	n/a	0	1	Blank	AvoidedLoss	True
25.326	1.45	Lose2	1.0	n/a	Yes	2.723	n/a	5.0	GoodResponse	0	0.018	24.344	0	1	Feedback	AvoidedLoss	True
26.775	2.723	Lose2	1.0	n/a	Yes	2.723	n/a	n/a	GoodResponse	0	0.0	n/a	0	1	ISIslide	AvoidedLoss	True
29.524	0.25	Control	1.0	0.0	Yes	2.576	0.024	n/a	GoodResponse	0	n/a	n/a	0	2	Cue	Neutral	True
29.774	4.1	Control	1.0	0.0	Yes	2.576	0.0	n/a	GoodResponse	0	n/a	n/a	0	2	Fixation	Neutral	True
33.873	0.38	Control	1.0	0.001	Yes	2.576	-0.001	2.0	GoodResponse	0	0.256	33.129	0	2	Target	Neutral	True
34.129	0.3	Control	1.0	0.001	Yes	2.576	-0.001	2.0	GoodResponse	0	0.256	n/a	0	2	ButtonPress	Neutral	True
34.256	0.32	Control	1.0	n/a	Yes	2.576	n/a	n/a	GoodResponse	0	n/a	n/a	0	2	Blank	Neutral	True
34.572	1.45	Control	1.0	n/a	Yes	2.576	n/a	5.0	GoodResponse	0	0.039	33.611	0	2	Feedback	Neutral	True
36.022	2.576	Control	1.0	n/a	Yes	2.576	n/a	n/a	GoodResponse	0	0.0	n/a	0	2	ISIslide	Neutral	True
38.621	0.25	Win2	1.0	0.0	Yes	2.829	0.021	n/a	GoodResponse	1	n/a	n/a	1	3	Cue	Win	True
38.871	3.95	Win2	1.0	0.0	Yes	2.829	0.0	n/a	GoodResponse	1	n/a	n/a	1	3	Fixation	Win	True
42.82	0.37	Win2	1.0	0.001	Yes	2.829	-0.001	2.0	GoodResponse	1	0.239	42.059	1	3	Target	Win	True
43.059	0.3	Win2	1.0	0.001	Yes	2.829	-0.001	2.0	GoodResponse	1	0.239	n/a	1	3	ButtonPress	Win	True
43.203	0.33	Win2	1.0	n/a	Yes	2.829	n/a	n/a	GoodResponse	1	n/a	n/a	1	3	Blank	Win	True
43.519	1.45	Win2	1.0	n/a	Yes	2.829	n/a	5.0	GoodResponse	1	0.019	42.538	1	3	Feedback	Win	True
