onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
11.104	0.25	Control	1.0	0.0	Yes	2.946	0.004	n/a	GoodResponse	0	n/a	n/a	0	0	Cue	Neutral	True
11.354	3.85	Control	1.0	0.0	Yes	2.946	0.0	n/a	GoodResponse	0	n/a	n/a	0	0	Fixation	Neutral	True
15.203	0.4	Control	1.0	0.001	Yes	2.946	-0.001	4.0	GoodResponse	0	0.279	14.482	0	0	Target	Neutral	True
15.482	0.3	Control	1.0	0.001	Yes	2.946	-0.001	4.0	GoodResponse	0	0.279	n/a	0	0	ButtonPress	Neutral	True
15.603	0.3	Control	1.0	n/a	Yes	2.946	n/a	n/a	GoodResponse	0	n/a	n/a	0	0	Blank	Neutral	True
15.903	1.45	Control	1.0	n/a	Yes	2.946	n/a	5.0	GoodResponse	0	0.026	14.929	0	0	Feedback	Neutral	True
17.352	2.946	Control	1.0	n/a	Yes	2.946	n/a	1.0	GoodResponse	0	0.837	n/a	0	0	ISIslide	Neutral	True
20.301	0.25	Lose2	1.0	0.0	Yes	2.799	0.001	n/a	GoodResponse	0	n/a	n/a	0	1	Cue	AvoidedLoss	True
20.551	4.0	Lose2	1.0	0.0	Yes	2.799	0.0	n/a	GoodResponse	0	n/a	n/a	0	1	Fixation	AvoidedLoss	True
24.55	0.39	Lose2	1.0	0.001	Yes	2.799	-0.001	4.0	GoodResponse	0	0.225	23.775	0	1	Target	AvoidedLoss	True
24.775	0.3	Lose2	1.0	0.001	Yes	2.799	-0.001	4.0	GoodResponse	0	0.225	n/a	0	1	ButtonPress	AvoidedLoss	True
24.95	0.31	Lose2	1.0	n/a	Yes	2.799	n/a	n/a	GoodResponse	0	n/a	n/a	0	1	Blank	AvoidedLoss	True
25.249	1.45	Lose2	1.0	n/a	Yes	2.799	n/a	5.0	GoodResponse	0	0.046	24.295	0	1	Feedback	AvoidedLoss	True
26.699	2.799	Lose2	1.0	n/a	Yes	2.799	n/a	n/a	GoodResponse	0	0.0	n/a	0	1	ISIslide	AvoidedLoss	True
29.515	0.25	Control	1.0	0.0	Yes	2.585	0.015	n/a	GoodResponse	0	n/a	n/a	0	2	Cue	Neutral	True
29.765	4.1	Control	1.0	0.0	Yes	2.585	0.0	n/a	GoodResponse	0	n/a	n/a	0	2	Fixation	Neutral	True
