onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
11.097	0.25	Control	0.0	0.001	No	2.953	-0.003	n/a	NoResponse	0	n/a	n/a	0	0	Cue	Neutral	True
11.347	3.85	Control	0.0	0.001	No	2.953	0.0	n/a	NoResponse	0	n/a	n/a	0	0	Fixation	Neutral	True
15.196	0.4	Control	0.0	0.001	No	2.953	-0.001	2.0	NoResponse	0	0.514	14.71	0	0	Target	Neutral	True
15.596	0.3	Control	0.0	n/a	No	2.953	n/a	n/a	NoResponse	0	n/a	n/a	0	0	Blank	Neutral	True
15.71	0.3	Control	0.0	0.001	No	2.953	-0.001	2.0	NoResponse	0	0.514	n/a	0	0	ButtonPress	Neutral	True
15.896	1.45	Control	0.0	n/a	No	2.953	n/a	5.0	NoResponse	0	0.032	14.928	0	0	Feedback	Neutral	True
17.345	2.953	Control	0.0	n/a	No	2.953	n/a	n/a	NoResponse	0	0.0	n/a	0	0	ISIslide	Neutral	True
20.328	0.25	Lose2	0.5	0.0	Yes	2.772	0.028	n/a	GoodResponse	0	n/a	n/a	0	1	Cue	AvoidedLoss	True
20.578	4.0	Lose2	0.5	0.0	Yes	2.772	0.0	n/a	GoodResponse	0	n/a	n/a	0	1	Fixation	AvoidedLoss	True
24.576	0.41	Lose2	0.5	0.002	Yes	2.772	-0.002	2.0	GoodResponse	0	0.224	23.8	0	1	Target	AvoidedLoss	True
24.8	0.3	Lose2	0.5	0.002	Yes	2.772	-0.002	2.0	GoodResponse	0	0.224	n/a	0	1	ButtonPress	AvoidedLoss	True
24.993	0.29	Lose2	0.5	n/a	Yes	2.772	n/a	n/a	GoodResponse	0	n/a	n/a	0	1	Blank	AvoidedLoss	True
25.276	1.45	Lose2	0.5	n/a	Yes	2.772	n/a	5.0	GoodResponse	0	0.018	24.294	0	1	Feedback	AvoidedLoss	True
26.725	2.772	Lose2	0.5	n/a	Yes	2.772	n/a	n/a	GoodResponse	0	0.0	n/a	0	1	ISIslide	AvoidedLoss	True
29.525	0.25	Control	0.3333	0.0	No	2.575	0.025	n/a	NoResponse	0	n/a	n/a	0	2	Cue	Neutral	True
29.774	4.1	Control	0.3333	0.001	No	2.575	-0.001	2.0	NoResponse	0	3.948	32.722	0	2	Fixation	Neutral	True
33.722	0.3	Control	0.3333	0.001	No	2.575	-0.001	2.0	NoResponse	0	3.948	n/a	0	2	ButtonPress	Neutral	True
33.873	0.42	Control	0.3333	0.002	No	2.575	-0.002	n/a	NoResponse	0	n/a	n/a	0	2	Target	Neutral	True
34.306	0.28	Control	0.3333	n/a	No	2.575	n/a	n/a	NoResponse	0	n/a	n/a	0	2	Blank	Neutral	True
34.573	1.45	Control	0.3333	n/a	No	2.575	n/a	5.0	NoResponse	0	0.038	33.611	0	2	Feedback	Neutral	True
36.022	2.575	Control	0.3333	n/a	No	2.575	n/a	n/a	NoResponse	0	0.0	n/a	0	2	ISIslide	Neutral	True
38.621	0.25	Win2	0.5	0.0	Yes	2.829	0.021	n/a	GoodResponse	1	n/a	n/a	1	3	Cue	Win	True
38.871	3.95	Win2	0.5	0.0	Yes	2.829	0.0	n/a	GoodResponse	1	n/a	n/a	1	3	Fixation	Win	True
42.82	0.43	Win2	0.5	0.001	Yes	2.829	-0.001	2.0	GoodResponse	1	0.274	42.094	1	3	Target	Win	True
43.094	0.3	Win2	0.5	0.001	Yes	2.829	-0.001	2.0	GoodResponse	1	0.274	n/a	1	3	ButtonPress	Win	True
43.253	0.27	Win2	0.5	n/a	Yes	2.829	n/a	n/a	GoodResponse	1	n/a	n/a	1	3	Blank	Win	True
43.52	1.45	Win2	0.5	n/a	Yes	2.829	n/a	5.0	GoodResponse	1	0.018	42.538	1	3	Feedback	Win	True
44.969	2.829	Win2	0.5	n/a	Yes	2.829	n/a	n/a	GoodResponse	1	0.0	n/a	1	3	ISIslide	Win	True
47.818	0.25	Win2	0.6	0.0	Yes	3.282	0.018	n/a	GoodResponse	1	n/a	n/a	2	4	Cue	Win	True
48.068	4.0	Win2	0.6	0.0	Yes	3.282	0.0	n/a	GoodResponse	1	n/a	n/a	2	4	Fixation	Win	True
52.067	0.44	Win2	0.6	0.001	Yes	3.282	-0.001	2.0	GoodResponse	1	0.368	51.435	2	4	Target	Win	True
52.435	0.3	Win2	0.6	0.001	Yes	3.282	-0.001	2.0	GoodResponse	1	0.368	n/a	2	4	ButtonPress	Win	True
52.517	0.26	Win2	0.6	n/a	Yes	3.282	n/a	n/a	GoodResponse	1	n/a	n/a	2	4	Blank	Win	True
52.767	1.45	Win2	0.6	n/a	Yes	3.282	n/a	5.0	GoodResponse	1	0.039	51.806	2	4	Feedback	Win	True
54.216	3.282	Win2	0.6	n/a	Yes	3.282	n/a	n/a	GoodResponse	1	0.0	n/a	2	4	ISIslide	Win	True
57.515	0.25	Win2	0.6667000000000001	0.0	Yes	2.785	0.015	n/a	GoodResponse	1	n/a	n/a	3	5	Cue	Win	True
57.765	4.0	Win2	0.6667000000000001	0.0	Yes	2.785	0.0	n/a	GoodResponse	1	n/a	n/a	3	5	Fixation	Win	True
61.763	0.45	Win2	0.6667000000000001	0.002	Yes	2.785	-0.002	2.0	GoodResponse	1	0.322	61.085	3	5	Target	Win	True
62.085	0.3	Win2	0.6667000000000001	0.002	Yes	2.785	-0.002	2.0	GoodResponse	1	0.322	n/a	3	5	ButtonPress	Win	True
62.213	0.25	Win2	0.6667000000000001	n/a	Yes	2.785	n/a	n/a	GoodResponse	1	n/a	n/a	3	5	Blank	Win	True
62.463	1.45	Win2	0.6667000000000001	n/a	Yes	2.785	n/a	5.0	GoodResponse	1	0.002	61.465	3	5	Feedback	Win	True
63.913	2.785	Win2	0.6667000000000001	n/a	Yes	2.785	n/a	n/a	GoodResponse	1	0.0	n/a	3	5	ISIslide	Win	True
66.728	0.25	Lose2	0.7143	0.001	Yes	2.722	0.028	n/a	GoodResponse	0	n/a	n/a	3	6	Cue	AvoidedLoss	True
66.978	3.95	Lose2	0.7143	0.0	Yes	2.722	0.0	n/a	GoodResponse	0	n/a	n/a	3	6	Fixation	AvoidedLoss	True
70.927	0.44	Lose2	0.7143	0.001	Yes	2.722	-0.001	2.0	GoodResponse	0	0.384	70.311	3	6	Target	AvoidedLoss	True
71.311	0.3	Lose2	0.7143	0.001	Yes	2.722	-0.001	2.0	GoodResponse	0	0.384	n/a	3	6	ButtonPress	AvoidedLoss	True
71.377	0.26	Lose2	0.7143	n/a	Yes	2.722	n/a	n/a	GoodResponse	0	n/a	n/a	3	6	Blank	AvoidedLoss	True
71.627	1.45	Lose2	0.7143	n/a	Yes	2.722	n/a	5.0	GoodResponse	0	0.009	70.636	3	6	Feedback	AvoidedLoss	True
73.076	2.722	Lose2	0.7143	n/a	Yes	2.722	n/a	n/a	GoodResponse	0	0.0	n/a	3	6	ISIslide	AvoidedLoss	True
75.825	0.25	Lose2	0.75	0.0	Yes	4.025	0.025	n/a	GoodResponse	0	n/a	n/a	3	7	Cue	AvoidedLoss	True
76.075	4.05	Lose2	0.75	0.0	Yes	4.025	0.0	n/a	GoodResponse	0	n/a	n/a	3	7	Fixation	AvoidedLoss	True
80.124	0.43	Lose2	0.75	0.001	Yes	4.025	-0.001	2.0	GoodResponse	0	0.32	79.444	3	7	Target	AvoidedLoss	True
80.444	0.3	Lose2	0.75	0.001	Yes	4.025	-0.001	2.0	GoodResponse	0	0.32	n/a	3	7	ButtonPress	AvoidedLoss	True
80.557	0.27	Lose2	0.75	n/a	Yes	4.025	n/a	n/a	GoodResponse	0	n/a	n/a	3	7	Blank	AvoidedLoss	True
80.824	1.45	Lose2	0.75	n/a	Yes	4.025	n/a	5.0	GoodResponse	0	0.031	79.855	3	7	Feedback	AvoidedLoss	True
82.273	4.025	Lose2	0.75	n/a	Yes	4.025	n/a	n/a	GoodResponse	0	0.0	n/a	3	7	ISIslide	AvoidedLoss	True
