onset	duration	cue_type	current_mean_accuracy	duration_error	is_hit	isi_adjusted	onset_delay	response	response_type	reward	rt	rt_time	total_reward	trial_number	trial_phase	trial_type	one_press
11.099	0.25	Control	1.0	0.0	Yes	2.951	-0.001	n/a	GoodResponse	0	n/a	n/a	0	0	Cue	Neutral	True
11.35	3.85	Control	1.0	0.0	Yes	2.951	0.001	n/a	GoodResponse	0	n/a	n/a	0	0	Fixation	Neutral	True
15.194	0.4	Control	1.0	0.005	Yes	2.951	-0.005	2.0	GoodResponse	0	0.218	14.412	0	0	Target	Neutral	True
15.412	0.3	Control	1.0	0.005	Yes	2.951	-0.005	2.0	GoodResponse	0	0.218	n/a	0	0	ButtonPress	Neutral	True
15.596	0.3	Control	1.0	n/a	Yes	2.951	n/a	n/a	GoodResponse	0	n/a	n/a	0	0	Blank	Neutral	True
15.897	1.45	Control	1.0	n/a	Yes	2.951	n/a	5.0	GoodResponse	0	0.032	14.929	0	0	Feedback	Neutral	True
17.351	2.951	Control	1.0	n/a	Yes	2.951	n/a	n/a	GoodResponse	0	0.0	n/a	0	0	ISIslide	Neutral	True
20.327	0.25	Lose2	1.0	0.0	Yes	2.773	0.027	n/a	GoodResponse	0	n/a	n/a	0	1	Cue	AvoidedLoss	True
20.577	4.0	Lose2	1.0	0.0	Yes	2.773	0.0	n/a	GoodResponse	0	n/a	n/a	0	1	Fixation	AvoidedLoss	True
24.573	0.39	Lose2	1.0	0.004	Yes	2.773	-0.004	2.0	GoodResponse	0	0.198	23.771	0	1	Target	AvoidedLoss	True
24.771	0.3	Lose2	1.0	0.004	Yes	2.773	-0.004	2.0	GoodResponse	0	0.198	n/a	0	1	ButtonPress	AvoidedLoss	True
24.974	0.31	Lose2	1.0	n/a	Yes	2.773	n/a	n/a	GoodResponse	0	n/a	n/a	0	1	Blank	AvoidedLoss	True
25.275	1.45	Lose2	1.0	n/a	Yes	2.773	n/a	5.0	GoodResponse	0	0.02	24.295	0	1	Feedback	AvoidedLoss	True
26.729	2.773	Lose2	1.0	n/a	Yes	2.773	n/a	n/a	GoodResponse	0	0.0	n/a	0	1	ISIslide	AvoidedLoss	True
29.521	0.25	Control	1.0	0.0	Yes	2.579	0.021	n/a	GoodResponse	0	n/a	n/a	0	2	Cue	Neutral	True
29.771	4.1	Control	1.0	0.001	Yes	2.579	0.0	n/a	GoodResponse	0	n/a	n/a	0	2	Fixation	Neutral	True
33.867	0.38	Control	1.0	0.004	Yes	2.579	-0.004	2.0	GoodResponse	0	0.204	33.071	0	2	Target	Neutral	True
34.071	0.3	Control	1.0	0.004	Yes	2.579	-0.004	2.0	GoodResponse	0	0.204	n/a	0	2	ButtonPress	Neutral	True
34.251	0.32	Control	1.0	n/a	Yes	2.579	n/a	n/a	GoodResponse	0	n/a	n/a	0	2	Blank	Neutral	True
34.569	1.45	Control	1.0	n/a	Yes	2.579	n/a	5.0	GoodResponse	0	0.043	33.612	0	2	Feedback	Neutral	True
36.023	2.579	Control	1.0	n/a	Yes	2.579	n/a	n/a	GoodResponse	0	0.0	n/a	0	2	ISIslide	Neutral	True
38.681	0.25	Win2	1.0	0.0	Yes	2.769	0.081	n/a	GoodResponse	1	n/a	n/a	1	3	Cue	Win	True
38.932	3.95	Win2	1.0	0.0	Yes	2.769	0.001	n/a	GoodResponse	1	n/a	n/a	1	3	Fixation	Win	True
42.877	0.37	Win2	1.0	0.004	Yes	2.769	-0.004	2.0	GoodResponse	1	0.17	42.047	1	3	Target	Win	True
43.047	0.3	Win2	1.0	0.004	Yes	2.769	-0.004	2.0	GoodResponse	1	0.17	n/a	1	3	ButtonPress	Win	True
43.262	0.33	Win2	1.0	n/a	Yes	2.769	n/a	n/a	GoodResponse	1	n/a	n/a	1	3	Blank	Win	True
43.579	1.45	Win2	1.0	n/a	Yes	2.769	n/a	5.0	GoodResponse	1	0.008	42.587	1	3	Feedback	Win	True
45.034	2.769	Win2	1.0	n/a	Yes	2.769	n/a	n/a	GoodResponse	1	0.0	n/a	1	3	ISIslide	Win	True
47.825	0.25	Win2	1.0	0.0	Yes	3.275	0.025	n/a	GoodResponse	1	n/a	n/a	2	4	Cue	Win	True
48.076	4.0	Win2	1.0	0.0	Yes	3.275	0.001	n/a	GoodResponse	1	n/a	n/a	2	4	Fixation	Win	True
52.071	0.36	Win2	1.0	0.004	Yes	3.275	-0.004	2.0	GoodResponse	1	0.27	51.341	2	4	Target	Win	True
52.341	0.3	Win2	1.0	0.004	Yes	3.275	-0.004	2.0	GoodResponse	1	0.27	n/a	2	4	ButtonPress	Win	True
52.439	0.34	Win2	1.0	n/a	Yes	3.275	n/a	n/a	GoodResponse	1	n/a	n/a	2	4	Blank	Win	True
52.774	1.45	Win2	1.0	n/a	Yes	3.275	n/a	5.0	GoodResponse	1	0.033	51.807	2	4	Feedback	Win	True
54.228	3.275	Win2	1.0	n/a	Yes	3.275	n/a	n/a	GoodResponse	1	0.0	n/a	2	4	ISIslide	Win	True
57.521	0.25	Win2	1.0	0.0	Yes	2.779	0.021	n/a	GoodResponse	1	n/a	n/a	3	5	Cue	Win	True
57.772	4.0	Win2	1.0	0.0	Yes	2.779	0.001	n/a	GoodResponse	1	n/a	n/a	3	5	Fixation	Win	True
61.767	0.35	Win2	1.0	0.004	Yes	2.779	-0.004	2.0	GoodResponse	1	0.198	60.965	3	5	Target	Win	True
61.965	0.3	Win2	1.0	0.004	Yes	2.779	-0.004	2.0	GoodResponse	1	0.198	n/a	3	5	ButtonPress	Win	True
62.118	0.35	Win2	1.0	n/a	Yes	2.779	n/a	n/a	GoodResponse	1	n/a	n/a	3	5	Blank	Win	True
62.469	1.45	Win2	1.0	n/a	Yes	2.779	n/a	5.0	GoodResponse	1	0.045	61.514	3	5	Feedback	Win	True
63.924	2.779	Win2	1.0	n/a	Yes	2.779	n/a	n/a	GoodResponse	1	0.0	n/a	3	5	ISIslide	Win	True
66.715	0.25	Lose2	0.8571	0.0	No	2.735	0.015	n/a	NoResponse	-1	n/a	n/a	2	6	Cue	Loss	True
66.966	3.95	Lose2	0.8571	0.0	No	2.735	0.001	n/a	NoResponse	-1	n/a	n/a	2	6	Fixation	Loss	True
70.911	0.34	Lose2	0.8571	0.004	No	2.735	-0.004	2.0	NoResponse	-1	0.377	70.288	2	6	Target	Loss	True
71.262	0.36	Lose2	0.8571	n/a	No	2.735	n/a	n/a	NoResponse	-1	n/a	n/a	2	6	Blank	Loss	True
71.288	0.3	Lose2	0.8571	0.004	No	2.735	-0.004	2.0	NoResponse	-1	0.377	n/a	2	6	ButtonPress	Loss	True
71.613	1.45	Lose2	0.8571	n/a	No	2.735	n/a	5.0	NoResponse	-1	0.023	70.636	2	6	Feedback	Loss	True
73.068	2.735	Lose2	0.8571	n/a	No	2.735	n/a	n/a	NoResponse	-1	0.0	n/a	2	6	ISIslide	Loss	True
75.826	0.25	Lose2	0.875	0.0	Yes	4.024	0.026	n/a	GoodResponse	0	n/a	n/a	2	7	Cue	AvoidedLoss	True
76.077	4.05	Lose2	0.875	0.0	Yes	4.024	0.001	n/a	GoodResponse	0	n/a	n/a	2	7	Fixation	AvoidedLoss	True
80.122	0.33	Lose2	0.875	0.004	Yes	4.024	-0.004	2.0	GoodResponse	0	0.207	79.329	2	7	Target	AvoidedLoss	True
